date,AAPL,AMZN,BAC,CBF,DIS,FB,FL,GE,GM,GOOGL,IBM,MCD,MSFT,NFLX,NKE,NVDA,SBUX,TSLA,TSN,TWTR,TWX,UA,WWE,BTC,ETH,XRP
2017-11-09,175.88,1129.13,26.49,39.3,102.68,179.3,30.61,19.99,42.11,1047.72,150.3,167.0,83.666525179856,193.9,56.13,205.32,57.058105263158,302.99,73.82,19.9,87.05,10.99,27.1,7447.0,307.52,0.21747
2017-11-10,174.67,1125.35,26.51,39.2,104.78,178.46,30.34,20.49,42.66,1044.15,149.16,165.59,83.447633093525,192.02,56.09,216.14,56.739789473684,302.99,74.14,20.32,90.6,11.37,27.3,7126.4,319.52,0.21628
2017-11-13,173.97,1129.17,26.4,39.75,104.74,178.77,29.64,19.02,43.57,1041.2,148.4,167.37,83.507330935252,195.08,55.91,212.63,56.341894736842,315.4,75.59,20.17,88.49,10.95,27.64,5810.7,303.2,0.19001
2017-11-14,171.34,1136.84,26.24,40.0,103.17,178.07,30.0,17.9,43.0,1041.64,148.89,168.11,83.626726618705,195.71,55.98,214.18,56.630368421053,308.7,76.07,20.05,87.51,10.92,27.46,6476.5,313.22,0.2
2017-11-15,169.08,1126.69,26.79,39.7,103.69,177.95,31.2,18.26,42.86,1036.41,147.1,167.32,82.98,192.12,56.63,209.98,56.7,311.3,76.21,19.91,87.37,11.11,27.38,6590.0,334.28,0.20465
2017-11-16,171.1,1137.29,26.76,39.7,103.6,179.59,31.85,18.25,43.6,1048.47,149.12,168.09,83.2,195.51,57.23,211.61,57.24,312.5,77.26,20.36,88.01,11.28,27.39,7265.84095228,330.9,0.20867
2017-11-17,170.15,1129.88,26.62,39.95,103.44,179.0,40.82,18.21,43.88,1035.89,148.97,166.72,82.4,193.2,59.19,211.36,56.93,315.05,77.97,20.76,88.72,11.73,27.54,7864.2,330.91,0.2267
2017-11-20,169.98,1126.31,26.74,40.4,102.75,178.74,40.69,17.98,44.88,1034.66,150.51,166.93,82.53,194.1,59.25,214.08,56.81,308.74,78.96,21.13,87.71,12.07,27.59,8050.7,354.7,0.23264
2017-11-21,173.14,1139.49,26.73,40.4,103.0,181.86,40.69,17.83,44.97,1050.3,151.95,168.3,83.72,196.23,59.39,216.05,57.26,317.81,79.06,21.88,89.56,11.36,27.74,8248.8,368.1,0.24098
2017-11-22,174.96,1156.16,26.66,40.35,102.74,180.87,40.54,18.15,44.29,1051.92,151.77,169.05,83.11,196.32,59.07,214.93,57.14,312.6,79.63,22.27,90.01,11.67,27.56,8079.3,359.79,0.232
2017-11-24,174.97,1186.0,26.59,40.0,102.64,182.78,40.1,18.19,44.46,1056.52,151.84,169.11,83.26,195.75,59.32,216.96,56.8,315.55,80.47,22.42,89.5,11.59,28.12,7985.4,405.2,0.23878
2017-11-27,174.09,1195.83,26.59,40.1,102.79,183.03,39.4,18.12,44.17,1072.01,151.98,168.96,83.87,195.05,59.63,214.14,55.91,316.81,81.24,21.82,89.07,11.35,27.54,9303.0,469.54,0.2454
2017-11-28,173.07,1193.6,27.64,40.9,103.41,182.42,40.45,18.41,44.92,1063.29,152.47,171.34,84.88,199.18,59.58,210.71,56.66,317.55,81.15,21.83,89.62,11.51,28.01,9725.9,472.96,0.24719
2017-11-29,169.48,1161.27,28.28,42.4,105.24,175.13,42.59,18.48,43.81,1037.38,153.55,170.43,83.34,188.15,60.36,196.42,57.51,307.54,82.02,20.79,90.92,12.18,28.02,9894.9,465.56,0.27949
2017-11-30,171.85,1176.75,28.17,41.75,104.82,177.18,42.84,18.29,43.09,1036.17,153.97,171.97,84.17,187.58,60.42,200.71,57.82,308.85,82.25,20.58,91.51,11.93,28.49,9772.0,420.34,0.2357
