Date,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU,FEZ,FXI,GDX,GLD,IAU,IBB,ITB,IVV,IWD,IWM,IYR,KBE,KRE,LQD,OIL,SDS,SH,SLV,SPY,USO,VGK,VNQ,VTI,VWO,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,USDOLLAR
2014-05-07,664899,933625,157682,5578718,3336339,43226516,12801711,2348297,2477403,2298441,4923320,1535891,3211841,1325557,18307304,3829578,1834751,15218575,34353071,8471166,1558098,1527338,5371226,3641753,1879659,64244972,16037168,1130424,2839002,1869195,166117,8847993,2980786,7202330,106500480,1938251,3120131,4417287,1644124,8329348,5494306,4292474,9630871,40951567,7958968,6827022,7554253,13660274,9058117,4394929,1056792,3293381,0
2014-05-08,2023412,3118996,227058,5997976,6194971,49820304,13187450,4076930,2517537,2681500,5028949,7638339,2585554,2290601,13859726,4165993,2002893,17206907,13306682,3696147,1081476,1417249,4724333,2435156,1526332,58522868,8538710,1129722,2908357,3351229,83115,9461850,3007577,4810515,93617513,1303456,3756759,3390249,1863494,12276340,7325547,4844587,10967844,29129403,8034226,3787427,4197943,15161102,7710004,5760407,1042121,4984912,0
2014-05-09,812801,602986,339572,4228634,3739293,43952987,8089875,1574281,1121004,6099932,4359276,1234672,1330128,1030663,12373529,3920212,1350026,15322980,10691724,3119978,1744026,1388045,3553083,2453386,1193636,48409859,5696957,489897,1669272,1148084,57238,6550974,3195463,3546017,83678568,1552502,2374042,3706344,1637463,13521060,7469584,3977414,8710770,23861086,5133447,7438540,2792522,12174063,7298599,5060786,947993,2518357,0
2014-05-12,472926,1328945,259396,3946694,2407142,63396523,13959757,2281961,2856999,6638959,5145447,1990523,2091829,1388764,14630288,1704018,2102344,23108134,16210257,4025958,1147421,1837957,2906242,2912412,1323756,76294561,5859544,1467269,4392198,1634364,355677,8903779,5343272,7865874,86940045,1498326,2329316,2983185,1847358,12806870,6633420,4435740,5221746,20831100,11274962,5593376,4824942,13615743,5244471,5719500,2294535,1977010,0
2014-05-13,577525,689917,206272,4133418,2718778,53342459,18673515,2851604,1206707,13579213,5873729,1369793,2539725,1612205,12965017,5328383,1677676,14033291,12505762,2643478,1368788,1160165,3641937,2921608,949114,58122812,9088994,754952,2702607,961635,90952,6453804,3358199,3211861,66453965,2221910,3042214,2476631,1526629,14746549,3341786,3410785,4988803,23549406,8650522,5744088,2518562,8628453,3230398,4959886,881012,2955727,0
2014-05-14,1321613,1297107,195350,3106242,2214396,57544661,15816699,1809625,921635,1075206,12149736,1653775,1948154,2064365,12949804,6293192,1405537,21792128,16748973,4018583,1432314,1333015,3030767,1990308,1334231,65720721,8881122,750005,3000052,1359027,233388,7142869,2002802,5196395,72366848,2584131,2050712,3956767,1387462,16634242,7144005,4829538,4988984,25535002,6946883,5111610,3165658,20111967,3746722,4285535,847966,3276634,0
2014-05-15,2408932,1049816,391680,7541336,5157304,56309407,20007507,10195311,2276659,4012166,4241305,2056150,2598429,2438275,12544853,10891843,2714216,19380689,26431808,5862519,1338276,1687156,6084870,3458716,1566414,75870525,19027683,1599078,5511097,755138,58061,13682477,4558626,4754236,154956399,1338960,2981189,2941224,2149185,11088332,8028728,6543982,11448846,39814913,13024468,7288321,4726441,11562502,6469381,5712004,1397582,9109174,0
2014-05-16,558690,847489,456415,5115443,3414761,70419590,12874485,5997765,2201321,1448778,4133580,1192256,2297529,2002972,9269684,3764297,1506699,22689366,14767075,4052154,1314210,1138819,3529747,2198970,2491505,44668826,12725734,749504,2038206,821086,225489,7542802,2083008,4479732,97457678,1575209,3390916,2478879,1151766,11901438,3964890,4376408,14811000,33476133,7490309,5803657,6381738,10091037,8913526,3011380,634441,4108421,0
2014-05-19,945884,1157680,903846,2880377,2924654,32471544,9415209,1026461,2140201,2188514,4442862,954482,1324886,1640945,11984455,1574405,1434954,13611174,11017613,3903200,896590,905676,4082512,1893668,1058044,35339501,7203026,1010326,2798969,726687,258346,5644214,1944555,3373925,63839398,1644816,3207778,2420382,1209963,6559079,4533410,2740725,5037308,20044574,4646822,3298522,2805306,13459087,4386054,2738595,891284,2306174,0
2014-05-20,1102242,536329,503212,4858583,3180565,63708788,13695246,1550670,2606113,1313569,4874497,1813920,1637154,1903574,17673331,896240,1377326,13361571,9777008,3771117,1043949,1309074,3539893,12255206,1112323,89570244,4401417,1617585,3538809,1200052,246320,8202256,2295233,3762195,111644478,1348597,3070242,2210203,1858833,11701964,6270994,4680583,4675647,19499636,9782305,4237099,6246802,10785941,4611825,4849038,5443379,2052174,0
2014-05-21,804401,802590,180505,4899932,2728755,50661329,10953380,4508215,1360399,917074,2346461,6003264,1177440,949078,16671909,3907911,1228154,14428815,11672662,6848002,1483690,769559,3317525,1951960,813532,55278486,6551893,781996,2137282,1397179,186637,9404922,2660918,4141736,89093285,4562610,4548069,2164791,1286446,15397148,3646790,2514023,5857432,31730513,7658892,4161445,5037718,6903905,3921546,3889031,1101880,3918535,0
2014-05-22,633858,1131721,249088,3564764,2866500,51414981,8121830,1078436,871432,2140960,2465048,2336206,1805497,1183758,15576216,1912137,688555,12760990,10738082,3458801,893286,1619806,3636371,4701139,1067196,41295052,6768356,529891,1940777,605810,111001,6900429,14459089,3616960,61549345,3436541,2429747,1820628,962381,8280657,5962818,3223630,6869162,18322746,4482121,3175015,2898272,5209973,3526105,5257523,831973,3782753,0
2014-05-23,435506,554000,123547,2856996,3765873,55456061,7648981,1502349,869698,1015829,7054839,926747,1384382,1863997,10017885,3228125,1677999,12148475,8165850,2206288,888789,855771,3934176,2414448,767381,42649313,5231383,508825,1324917,582542,203072,4850371,1833407,2435391,60156088,2545815,1898833,1418034,1171891,20551171,6533938,2244514,5280722,16558433,3740661,3312147,2709974,8916760,2796717,1990495,800766,2453549,0
2014-05-27,762614,1093324,265300,2562277,2329646,40157336,9819701,2323821,810697,2867969,8890022,1715291,2113462,1486447,14673568,2755371,1374838,14600084,42767095,10905402,2169295,1455893,4186858,3148079,839790,46373919,7874478,1429622,3503928,1062689,192284,7271077,4424724,7890228,72010355,1158234,3390421,2713190,1458809,11403465,5205825,2171804,5062183,23107203,6703159,5674511,3520746,9453551,3246595,3402658,854940,3187695,0
2014-05-28,692257,1164822,199043,3682041,1534706,45095397,8894287,1567625,903721,1560171,6001892,1259656,1697235,1347213,15374044,7229810,1317372,14548882,38713448,6741191,2941003,1165615,5205561,2441587,1289235,37055940,7283666,1197400,2821953,1430828,72565,5786477,1381027,4612941,66722865,1885045,2127840,2363149,1383092,10312708,7138049,3986506,7535450,32857949,10310279,6776905,3903133,12528078,4401693,10111702,1655430,4816054,0
2014-05-29,981366,706997,484647,2764596,2352649,28979598,16668404,1714766,1429156,1115712,4141167,1166548,1695544,798801,9742736,2687310,1237462,10608036,20727917,5555563,10282840,509525,4646212,2287137,1195532,25557332,4650485,541895,3500748,1325689,41955,5380660,1717984,4888977,64376573,1189576,1972688,2379781,1320144,7035304,4238776,2756938,7281975,14915825,4218436,4664031,6683374,9816344,2682165,2948002,719721,2701256,0
2014-05-30,5554725,5480756,144601,2769441,2339487,72201895,15728223,3243144,1580813,1292145,6984500,4480524,2616651,1012653,19701721,7781134,2388035,20205537,28685313,8753575,5737237,989571,5383333,3191221,1306999,38856791,11878173,1109222,2394230,1045412,108875,5889020,2604238,12740596,76315640,1311017,2725516,3281377,1444669,13774125,3231139,3423773,5957964,27231199,6163138,6219928,4482581,8278661,7778275,3058103,1690690,2486991,0
2014-06-02,2822931,2445923,538284,4453779,4039770,33555010,8915101,1016536,1410280,1681269,6826673,2127684,1754391,1106479,14216052,3814259,1141189,15580481,21540343,5923679,1826705,962115,3497348,2176818,2020016,40374390,8329495,731996,4333048,2652707,172707,5374763,1120514,5570040,64655648,3111539,3198428,3096555,2762567,9076527,1850363,3420520,5075751,20295193,7070857,5461532,3272987,7245091,4880336,3048680,743037,2679066,0
2014-06-03,864572,1054715,178082,4125216,2919238,38021728,9629126,3793020,2835050,3090790,8498156,4219768,1917862,1497404,12284266,2520540,1773878,24951716,17800370,5010345,1421790,908704,1471083,1524847,986156,31147213,4321301,1295308,4028006,1431137,146444,3637602,871324,4376417,65047193,1160291,1806908,1829090,941969,7256206,3190334,2637717,5998620,15683784,4006980,5669268,2673987,8003681,3054482,2243279,821926,1722386,0
2014-06-04,1445716,1605326,251926,2265348,5575636,25658118,10850800,2610192,1833383,2060388,2857097,2023575,1364917,1612353,10684329,9937377,1387558,15660676,16686838,3861805,1201759,908170,2687977,2302230,1379059,28835813,14897848,1041360,2932216,1263597,1297784,4873612,785362,3355902,55529372,1711301,2256611,1910469,1754136,6949928,3304499,2871127,3690337,19562740,3792144,3499243,3149023,7030734,3600011,2170080,1033782,1323662,0
2014-06-05,643481,504337,961513,5416514,2985945,41043616,11099366,3400863,1639748,8970135,3495150,1934317,1986217,1191786,16816713,2669550,3180604,16132798,23394118,4183681,1305147,1075899,2445222,2684989,1484596,67185749,19628769,1128171,3586123,800973,184870,10090932,3277606,6122031,92102592,1276645,3722395,4992382,1797410,9615204,4342773,4861636,6178615,31034477,5805604,5667622,3905942,8414481,3929846,2703443,1710548,2353092,0
2014-06-06,839471,625674,594734,4121571,14718350,45430044,11780065,2041727,2306264,7214128,3827055,2784588,3069684,2018346,22904465,3978640,2481662,21029486,16148327,4808750,2128100,674915,3397460,1977966,986881,45854004,7067881,1417402,2956881,1112708,71641,6432228,1882125,4461620,78696219,1035071,2798437,9927226,1929381,9160512,4790733,2925899,5420002,29857060,8384341,4798969,2562235,8087260,3950918,3203933,814872,1951468,0
2014-06-09,1133370,1569303,405813,2713344,2091256,38995563,12685179,1243572,2425506,10278311,4653968,2470262,2109978,1512530,23091212,1961508,1661759,16177087,9407043,2789577,1130873,1405798,3449491,3010607,632688,44032217,8543917,1547260,3258755,1215389,294225,5421267,2333621,3327584,65118828,3071263,3382660,2468057,1683387,9324409,6345396,7319763,5652005,32282964,11160310,6392010,6310416,8497552,5533449,2568708,859945,2115407,0
2014-06-10,823256,764428,525167,2822680,2566913,31574355,11347636,4899292,1263053,6385407,7146850,1611043,1634438,2182169,14415516,1516293,1670113,12269961,23569036,3561677,1136626,1369001,1520127,2551443,1160175,39801683,14633539,784281,2590038,758791,210278,4370316,1054822,4369070,57129440,1764281,2921948,2614973,1569781,9653083,3567805,2658451,3766080,21570110,3846763,3594667,4362014,8922683,6922426,5461647,478074,1534340,0
2014-06-11,1171171,2716465,481089,3065888,2546497,44722505,8827225,1521058,967180,1481015,9168726,1427302,1939219,1526287,14676695,2285824,1826843,13081245,26206478,3573593,1784780,1282104,2586098,1772666,1166038,30149927,11076145,1435545,1539595,507567,118566,5006259,1849556,4049209,68772479,1170969,2948973,2365893,2068825,7968949,7326305,2347535,5651668,20569491,5541534,4254852,4977887,10302272,5901164,3027907,935029,3905630,0
2014-06-12,1224225,3854466,267256,5416016,3122127,40266227,10679542,3010712,2591141,1626958,7292886,2692233,1593212,2091004,8648626,5458242,1538241,12277279,36108324,7394697,10353039,926285,2292246,3713907,1431999,39482798,11311089,1089317,3070292,964764,353996,8338871,3750381,9208034,106350200,5809925,2785249,2249588,2197374,9127040,4933126,3401267,11869815,30051846,10181692,4818001,5186259,16646874,4305324,4549638,946493,6905807,0
2014-06-13,1040913,1044511,178764,2709149,2942526,27554136,22214681,5368829,1990690,1134880,8393716,1976444,1258550,1659341,13538181,5285880,883089,16907528,27977829,4026822,1538324,957243,1626457,2803221,1089023,33779504,5871804,1021041,3173047,474732,479628,7276612,3049146,6063165,82017278,2955386,2383485,1853138,2099287,7699212,3607646,2446924,9737216,27967940,6885595,7331675,1936733,8416541,2950920,4962813,1117933,4029518,0
2014-06-16,1308947,971960,334118,3068347,2350785,32040735,9584626,2795198,1961957,1765636,2388945,1440585,1070385,971300,8656194,2255654,1181267,14627686,26461096,5833646,1137964,999109,2994564,1352627,1242948,30052776,11354134,649472,2860037,732375,204296,5722814,2147372,5382785,87424332,1819647,3041548,2643862,2778042,8539912,5812519,7960917,13386921,33904442,6861412,7065464,18205169,19735733,9021662,3553048,668464,3952342,0
2014-06-17,842325,586243,151336,2886201,3920820,35013490,9222709,3962740,1230182,12333058,4767343,1177331,1430177,2023496,14283311,2783964,1066965,13542384,18762866,4035098,1244215,709219,3095959,1714527,927158,62581411,5945958,769633,2402471,605178,190052,5205249,1617913,4605642,84833876,2166907,2390075,1942368,1089769,9028300,9333261,6116136,10045494,24453944,9600569,7037598,4897761,11426253,3728159,4017679,906016,3175724,0
2014-06-18,504430,960320,225915,4732194,5534957,62132247,14870349,5628929,2634869,6593492,8153774,1277689,2747275,2585853,18890428,5304581,1756144,17690153,37017821,4604909,1281631,827180,4381883,3819185,1174655,37448855,12276926,928354,5256691,791360,210869,7740171,2227192,6183108,105266767,2240543,2944366,2734503,1326213,17662294,4996494,8043825,14863564,30971524,12209876,13035265,22633415,35859381,5374240,5848116,1597694,1939166,0
2014-06-19,690012,888600,489341,3037773,5157260,48497874,12490391,2813018,1484489,1891452,6410168,1257131,1798623,1952267,13592214,3015521,1392035,14318974,79263364,24374779,3863294,947385,2324726,1946535,817988,30915956,8030006,1231887,2941572,610711,148535,6066456,2297776,24175609,85928920,2360756,3601251,2555862,2130674,8962377,4411971,5766388,8677236,23105723,7149005,5918748,11404221,22224585,4313803,2980192,1748363,3243767,0
2014-06-20,690618,2099521,339876,5370721,4173169,36743994,16113052,2477874,1203478,3482300,2865606,1132149,1464043,1613840,17660925,2993839,1328473,19667759,39255704,9955149,1920300,1455542,1958599,3891873,770680,30104388,9356221,620698,1972619,1151897,115867,5245901,8902367,10850190,100587108,2688102,2843732,2133102,1952843,14210328,8035639,4217946,9096156,24913864,4304736,5427718,5165375,9600994,4426653,5017653,988488,3282799,0
2014-06-23,559686,1299977,210468,2729317,3549029,27608961,9836014,3369778,2243736,1995678,3823547,925986,1987992,1144603,11976906,1427564,1885801,16594328,29849336,5142796,3086335,1068929,4165596,2173222,1112896,21388730,7425482,358216,1112036,833305,229002,3917918,1491242,7685203,70611486,2186633,3967518,4780096,1308572,15211771,3580316,2952681,7959180,19410417,5192365,3767121,3370687,9380204,3406711,4289163,757090,2806015,0
2014-06-24,740782,934741,691155,4862542,2504603,49440984,17810051,4550771,1043569,2077380,5676623,1318619,2870682,1492072,20242401,5302307,2059661,12854664,47792950,6355294,1243900,1520336,5250449,3057421,1552365,41792423,6882516,592241,3212128,777637,143184,8281896,1908398,6530669,96236917,1911272,3813659,3286439,1613472,17451197,6246642,4374850,17748459,22551823,7429915,8471329,3677179,9196098,4868458,3908711,2228823,6687848,0
2014-06-25,713668,938265,409172,3658137,2385109,35940194,17373141,3333985,1710831,4644224,3395410,853333,1205015,1751891,15489932,4849658,1498844,10187004,26661975,6695428,2286786,725669,2802030,4681538,1034672,34620791,7046140,698398,3048896,827083,91843,6409773,4178639,6679174,82781912,2060040,4414105,3838921,1379221,13493451,2074726,6716798,13860340,25685127,6506429,5111856,6082966,12141148,20099195,3945651,1314177,5144988,0
2014-06-26,673742,1082211,415033,4052354,2674268,21874948,14342032,3377238,1775352,5134324,3745134,6773358,1320336,1012408,10756237,4002195,1526939,9801865,24494263,5531190,961853,853954,3919921,1492568,848513,28018883,5258480,1062478,1956470,698658,143265,6015550,1291391,5477060,84311822,2015555,2888705,2612558,1423897,11566327,2120276,5451884,8080008,26728492,6845356,11352298,15990159,12947130,11236433,3079483,1046871,2566888,0
2014-06-27,668228,723408,199415,3092161,3040172,21988894,9721265,1276194,1510420,993516,5518986,4903743,1590521,707546,9592898,4374214,1656490,6016256,18778206,4200393,962591,991390,4083032,4126333,1313706,38525081,6827078,409820,1820690,729333,92591,5198336,1546143,5747819,71453616,1627376,1881323,2013527,1378823,7430991,4573249,6352572,8229289,17944688,8214586,10883328,4692824,7691087,4840860,5204887,768166,2436252,0
2014-06-30,1046876,15876250,338589,6488539,2275752,34343196,16580650,5100217,1755888,1253004,6192930,1836328,2044821,1088726,10860971,4628738,2048910,7747966,35173705,18143018,1902594,1029365,5214340,2173944,1419356,34227986,8886071,856541,2335797,857219,189426,6582241,1527283,7499711,70504228,1829672,2818304,4124744,1600811,8567654,4836519,13123531,6312791,37355935,7976659,4490433,12049143,12659647,6540585,2527541,1373193,2665494,0
2014-07-01,1038472,2226252,296891,4912291,3391432,42222381,12975341,5230778,1613656,1927945,5262728,1950633,1940534,2235715,9352564,7911595,1950823,9964840,37686488,8148345,2238649,1129177,3096477,13005390,1240954,65733194,7629536,2381468,3299475,5448403,305649,8237638,2339670,5616187,90470121,2373749,3606899,3025485,1818541,10496284,3686308,6992863,6894105,28370668,8026210,7488882,5099647,9821557,8150627,3830557,1540491,2248502,0
2014-07-02,1381415,5938455,145723,1931814,2312220,35955790,11254386,3340302,2454619,1468577,8407862,2250917,2264046,2401016,14156889,7321826,866946,11637494,47776937,5742612,1116974,723804,1794223,2624584,958993,30796790,8719350,747984,2614940,3277957,245756,3874353,2472990,5692252,52474832,2655696,2186720,2934970,1504485,7641121,4130689,3872493,5926355,17640511,10074506,4970038,3092969,17368858,4036664,1748932,1045286,2678089,0
2014-07-03,634462,824797,230142,2074812,2135611,26627083,7757304,2246032,1398942,739560,3000858,1234229,1183313,712495,7418784,1700120,994705,11992351,24026723,4922466,1472486,612824,1909818,1371831,1039523,15933937,5647513,571174,2025159,648417,158147,4517418,1251684,3317905,52938832,1447531,1989597,2878549,987059,6807593,2969572,2809706,3668829,22116861,8550342,2193046,2303442,12201259,2468587,1747361,1151883,728605,0
2014-07-07,1253261,7393701,216360,2943811,2475372,26962800,8533465,2983223,1076697,1894211,16823951,2665938,983845,1181391,11101725,2360698,1388856,8103274,27758439,4636886,2108705,1977320,3223111,2893458,930449,32278983,9888660,838544,1790485,1219195,198194,4237949,1404158,3968110,61696447,1428425,3365675,2436229,2199762,8695772,5500418,4985587,6932367,24710843,9334314,10482168,5813747,12250444,3900326,3090406,1809698,3202455,0
2014-07-08,2023980,844237,279917,5439657,3256567,29107068,11505244,4089119,1468929,9447247,7105956,1718558,2569791,1263104,11909634,9070232,1593785,12519969,39251828,6220335,1539707,2238418,2241483,5374874,1303158,52539880,9211346,985802,3291668,1296398,232030,8410853,2172742,4519723,108142552,2418055,5758725,3175039,2130067,7397985,6443867,4276627,10392325,34308975,8154183,6923856,4629546,13318214,7145438,5100294,1544320,5136896,0
2014-07-09,785506,8581393,293334,3545054,2066525,29892621,15042732,3346975,1928840,2708206,4784730,1738923,1749407,1353055,15388913,1071631,1162858,10578129,45722247,8369851,2016808,1367428,1240362,4942885,1084955,27892006,6042811,710044,2244977,836731,107436,5154002,1451448,5290217,72992322,5838074,2785828,2534762,1866593,16559410,4165248,4180922,6415671,19407603,8600618,7118133,5296012,10440508,5879917,18565051,871230,3318360,0
2014-07-10,791501,1113265,674592,4932065,27742870,43704017,12905695,4820924,3699541,5782095,8423676,1393915,2614228,1346078,13747982,8374912,2347742,13699769,56464825,6314294,1827987,1039728,2700404,2992154,984276,50834501,9408704,1158075,2329263,524035,249652,8273503,3231980,6629801,99040407,3672517,4191151,3409410,1564138,18552709,9069926,4031260,14908658,25844463,10553791,4421945,3871150,10440550,4726647,4842264,1088168,8216258,0
2014-07-11,606815,983978,342807,2830750,4212640,32082732,11225758,3020068,712403,3020593,4096801,908979,1080055,2387265,14148998,2353779,1102753,8867960,44287976,4322535,4884648,585347,1667026,3058149,1160266,33927024,4181624,1419269,2542291,1259286,123534,5250915,1251666,4507523,64243410,4947211,3577747,2629400,1253044,7000138,4541580,3487903,10805839,21206265,10186830,3261418,3100544,9133039,3779770,7046793,889572,3740619,0
2014-07-14,710430,1005672,480195,2832043,2461507,23137062,9020811,3835490,971932,1931791,5901573,703025,1176757,679017,20732194,4682642,1337926,20783794,50884081,11469917,2576828,613964,2102267,1750092,1062603,28823439,11204468,997973,2193535,690903,146662,5074052,1294198,8942266,58657919,6182303,3932753,1907005,1060690,6750619,2183973,2515314,6870266,21337979,9399935,4209101,4135565,8307081,4078764,3430382,1746461,3381522,0
2014-07-15,660181,1269821,434112,5168525,2533169,38034166,12444457,6901312,6495111,3132381,7255718,1068829,1635364,1642065,11111628,6892109,2756414,15011458,57300406,10548113,2808192,2718186,2958106,3300710,1080656,49539593,5842890,1630114,2752097,791435,209904,8654503,4503193,12146771,111346230,4429035,4479024,2907758,2591159,7029447,4246153,2823963,9997254,29505630,6944927,7417055,7181775,8945675,5498884,4172839,1817085,7272079,0
2014-07-16,725585,1303243,326095,3198635,2745501,26424026,9427564,3441600,5191059,1757212,7719600,890613,2137246,984426,11295150,2471597,1891071,9806468,35829113,4104117,1528401,2433475,5265413,11223988,634818,63437530,14378638,901655,2065230,963848,245966,5429351,2092503,4041898,80073242,4184055,2061602,2204178,1933303,6164470,7471765,3845118,8177015,26670781,5969442,8064843,4513104,7493686,5279219,23478667,1875740,4794774,0
2014-07-17,1158365,650268,658011,6149275,3102466,66994887,15085083,5458713,5459913,3171851,14759831,2465625,2059006,1322657,20834783,3426829,1828854,18780906,49433947,11430637,2964458,2750773,5699960,4091993,1306507,62221525,7149779,1907721,4600738,847870,399650,12540629,6764103,10103214,145398459,6477704,4298862,2930596,1980424,9976801,8362735,5507153,11017817,34148139,14904764,5670951,3965388,8061385,7322415,5637421,1817045,5039409,0
2014-07-18,543622,1745712,571887,6927512,2503609,51872708,11615257,2202733,4100777,3307908,6823534,847940,1517702,2111226,30700551,1404656,1293482,10583643,29641450,6461677,1093064,2432103,2948752,2565059,887036,46165076,9761672,853511,3353533,539295,245585,7391838,2111699,8500485,124330419,3368604,5236544,2042201,996222,5486636,3766423,4866161,8318482,20981313,6424415,4770496,5929302,5216628,8938743,3454990,857903,3333653,0
2014-07-21,585667,1493625,1471161,2886557,2016057,56036353,12114811,2357282,597931,1679152,6260053,2723076,1798126,2497506,23310185,15806247,1939525,14098972,20052951,3303835,993682,1121996,2740347,2714765,1418940,32722484,4800772,1277119,2184779,852606,153178,5391457,2103730,4002476,67591618,3468831,5320690,2612251,1434685,18890194,1977475,4929571,9398231,14837960,9365739,6181589,5085306,5578957,3731885,3715995,835507,5101943,0
2014-07-22,724714,1652959,961778,3798217,2122518,43480273,12232769,3859460,7648327,2525304,8041995,1535239,1611044,2972033,14350071,2722083,840983,18549140,24406272,3887606,1014924,1184770,2500085,1926946,1168453,31330742,7678704,1082451,3055863,1017473,151036,7178749,5660734,4043229,67677602,1485930,2746987,2536080,1198262,13261406,3896932,2818684,5978016,12997204,5320432,4789762,13404154,4683673,5640694,4410062,866144,5591009,0
2014-07-23,711838,581218,331102,2612009,1009440,29647865,8668235,3681943,1391627,3154940,4328206,1470900,1301170,1435338,13928361,5075083,924026,19625025,20047215,3045018,4027052,1833919,5287175,2795725,1266256,26418396,5012068,683008,3834165,1597840,172848,4024002,1349284,2766585,65611830,2257451,2175143,1972240,736525,5720490,4562491,2269940,6701314,14318336,7924377,5473434,2796973,7497065,7265003,5389292,1240614,5831591,0
2014-07-24,853416,1146677,232242,3227960,2173133,31503690,6826195,3857027,1590267,1464635,5061201,726827,4195203,2990672,11032397,5455851,930235,27133210,32711281,8118607,1735573,1717231,8540735,1932326,1132564,31905127,7350443,743428,4024989,813364,191037,4345354,4652768,12425550,56888093,2746530,2184557,2035027,925987,11809432,5651915,2500449,5747232,20409385,10014553,11659600,3449640,6040261,6107422,3976824,876485,4355704,0
2014-07-25,506244,857156,110583,5716235,3812071,34409227,8885701,2250084,1580508,1759837,3552384,1176281,1150593,1366799,7472811,1790758,1065163,18074854,37295260,5644498,2182081,1119395,2705963,2494549,1517355,46518509,7052694,594969,2141455,655372,170981,4947811,1356388,6122172,76837257,2727661,2130323,4739594,1145682,9415626,3716266,2389177,4803461,36312168,7514790,4749496,2477792,5947413,4129327,3852733,1199927,4554476,0
2014-07-28,673026,875402,135406,3606116,3692592,38243158,8065897,3028399,1971218,1687886,6466577,744386,1452666,2711742,10148682,2643151,1072499,26438623,16178218,3213705,901394,954279,3904210,2178159,1916086,37374846,7385935,648490,3850141,1290569,136941,6276737,1832598,3648015,69258785,2194338,3628433,2155462,1189382,7212321,6586196,10673659,7478201,42173202,13004148,7762226,30101182,8606854,7004884,2803834,696608,5071937,0
2014-07-29,2977132,1403499,434520,3685190,2954502,35723143,9154805,1513872,2890130,1683278,7131689,1288472,2046670,5924984,12038568,2860779,1515088,17685659,22239122,5270794,1340277,834109,2500941,2146245,1520265,30574485,5042405,638757,1429955,787505,170689,6347268,1520791,4419398,80466351,2709206,3381758,1897997,1090872,9090825,3531780,3892526,6832820,28430130,13456541,7312421,6319059,8185665,5321796,3584693,1247316,4556188,0
2014-07-30,1245013,1519945,360857,5449054,2940132,54179568,11169277,2920874,2324510,2119840,6391153,1449066,3009715,2909189,15816030,2056836,1384598,18024834,32753879,5622346,1447822,1184442,2980967,2390348,2002326,30225035,10712736,698338,3251787,1305845,221942,9242035,4248513,3388027,104222452,5005494,3978086,3117361,1552957,12966294,3867775,5282593,10780805,39824857,14834652,7762585,22407139,14749487,7752694,23867466,1425109,7748317,0
2014-07-31,1066380,1678930,744653,9041692,5102855,88185169,26161541,5496811,3495370,3642794,16542163,9006497,2662448,3782030,21250080,14133802,3565429,56941298,33849335,9898582,2050489,1710594,5988415,4692171,3421711,61511779,15783055,2977469,3046788,2121673,314557,12052659,6877993,7286242,183479441,4778682,6985496,3195653,2939894,12562765,5916823,6458782,17285161,50221839,17185959,17416663,10784463,15052425,8415797,6449640,1422760,8940626,0
2014-08-01,1064384,1995354,736151,7436518,3937533,108801014,25398283,5779703,4371942,3909247,8857763,2978043,2473896,2576243,13727287,4827508,2198522,21807986,30962952,7397317,2010257,1590105,4116859,12771245,3047905,67805374,14631688,1201741,2087563,2763593,187567,12477732,6432635,6327571,189260864,4284053,7438744,3394784,5157387,18805609,4061932,5622042,17833264,49566414,15724582,15507425,11889965,15537703,16923843,6088844,1476186,11358906,0
2014-08-04,1496980,2100732,467262,4403293,1811855,43920938,15220840,5713734,3415404,7966972,8058416,1881632,2153154,3157320,11582183,8426729,2206626,16481024,24725962,6500560,1310987,881282,3077125,1685487,1412688,34649452,8981885,1094849,3393195,1779326,85080,8085274,3835975,4032895,91340487,2421603,4397917,2458430,3320072,9841490,5525347,4966328,12896457,26183769,9212374,6333724,5024430,30182493,9208914,16942563,1595605,7897457,0
2014-08-05,1875186,1915310,328170,8522812,6362109,67276000,20914078,4349242,4277806,7147841,10348916,6198715,2423297,2940121,18342451,5832574,4257174,18463043,25597190,8342542,2133122,821077,2552165,3345173,2663491,44374974,15723585,730548,3607630,2416284,432441,10218576,5189227,11457472,152690379,3289700,7300731,2968868,2856410,12124823,4644376,5137635,16440170,39904961,13501480,12293402,4571669,14765985,10309531,9897119,1390201,10790807,0
2014-08-06,708756,1700242,632143,4783762,7593805,63565172,16592701,6265694,9641280,19330216,5184582,2350780,2083111,1749661,19900213,6186543,3197151,19461365,38162199,9327849,1652619,874104,2513428,1916436,1936161,33659052,9594249,1263435,3810045,1799466,136466,8258552,6447687,5934805,94818317,5178727,8796485,1930641,1763235,11360978,2645331,6358717,11548041,37073419,31000681,9140902,27892415,49891265,9568213,10970482,1769191,7896549,0
2014-08-07,1246477,508308,539661,4964682,4120671,77764021,17346928,7174758,3397069,30574799,8684115,5343347,2202457,2569318,17498622,10602231,2743997,22052373,17953763,7298926,3049822,1003989,1577626,2923275,2735534,40852248,6948982,825885,2721917,1839228,194530,9334908,7058604,4342089,135733421,2389333,7590957,2299252,3313662,13451354,3268145,5083681,13256982,39808784,14560079,6865031,5532640,12588220,10947034,6364549,2374773,6799495,0
