Date,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU,FEZ,FXI,GDX,GLD,IAU,IBB,ITB,IVV,IWD,IWM,IYR,KBE,KRE,LQD,OIL,SDS,SH,SLV,SPY,USO,VGK,VNQ,VTI,VWO,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,USDOLLAR
2008-03-28,466100,1128500,1600,10556600,700,42165801,11224600,3865200,6105800,6769900,19315100,2890400,3081500,2112800,13652400,232000,12200,21885300,1729400,8786500,3324000,2205600,773400,2300500,1434700,44042500,9477500,3088200,3465200,119800,138600,3941625,122800,9193000,60926500,4342700,403400,491300,990200,1129200,5342300,9004000,17457700,87259400,3255600,4459200,2550900,5319800,2421500,4081700,502400,135300,0
2008-03-31,542700,1298900,2200,11209100,200,51409299,15065400,1117300,3746200,2327900,17801500,593200,3171700,3029300,9703900,665000,67200,13257099,2753200,11166000,4845000,1176900,881100,2841600,2606300,59060900,6473900,4129700,1711500,429100,221600,3565725,144200,15868000,46257100,7782900,186000,346400,717800,2108400,5942400,12232700,21624100,87167500,4198800,5796800,2037800,3858400,3494800,5190000,450900,309500,0
2008-04-01,240200,1279200,15000,20713900,6200,59381400,18535500,4356600,6985700,226000,18016900,3297000,7145900,5436900,13167400,683200,54200,36376299,3563300,23677200,8466000,2282800,1888000,3117700,1901800,58354900,12402800,3625800,4056100,326500,176100,6288975,412500,20019000,24214000,5257300,331900,954300,1022400,3480600,13829800,15186000,28369100,64338800,10502700,7385700,3529800,8951600,2014500,8691800,595300,78900,0
2008-04-02,489300,810500,2400,13453100,6300,49012599,10982700,4841500,4206500,161700,20239500,453300,7305800,2689600,15640000,1159800,456100,25986201,2356000,13547200,6878000,866400,3390500,2852700,3696300,56383000,7309000,2672500,3049600,260300,97800,4791375,459000,10880000,97205900,6150200,287500,483300,625600,1707800,17479100,11993800,21134900,26498100,5776600,3686700,3272900,2968600,1405600,7445900,358200,144300,0
2008-04-03,480800,548800,4400,11001300,600,49434501,7069600,2451200,5850200,255000,15430300,831500,3291600,3612300,14489800,4450200,104400,30263700,1700700,9326200,2535000,1543200,1956300,2635900,2620200,54948300,8203200,1786100,2377900,138600,191600,4242600,246300,11906000,60093200,5277600,239800,508200,626400,1566400,9956400,16901800,18556000,95702500,4346900,6505900,2662700,4736100,1898300,6362200,453600,84900,0
2008-04-04,430700,824400,16100,11766400,4100,44908401,9861500,1817400,5985400,4140200,7812000,2131200,3362000,1553900,13710600,1688400,96300,29952600,1870600,6629100,1639000,799300,2555900,2195900,1656200,56399800,9551100,1714800,3780800,304300,94200,5125100,193100,7361000,66241100,4384400,241400,1124500,648600,1546200,7276500,14154600,19213500,88588000,5039200,4080300,2219100,7816200,2810400,3237000,943600,143800,0
2008-04-07,416700,1220900,25800,12680200,7700,48986499,7494600,905500,3656900,727800,8932800,263900,3637400,2425600,10201900,1632200,58800,24420699,1746700,8197900,2940000,1270400,3544500,1905200,1536100,39007400,10818000,1925300,3667100,296700,82300,4394125,298800,10210000,41523500,4179700,219200,681000,704200,1434200,5191400,21590600,16030500,97754200,6896500,1982400,1445700,3740600,3392800,3151200,1081500,230800,0
2008-04-08,408600,823000,1500,12618600,400,37751700,7408700,1331400,4397200,269500,10924600,270900,5438400,2730100,10906800,234200,34800,23302101,1376700,4852200,1938000,723300,2053700,4251200,1610200,48150600,8083200,3057200,3132800,164000,64800,4219350,311900,6819000,36635000,3474200,177400,451400,594200,965600,7429400,13573600,17214800,89153500,4186600,2199000,1648300,3076300,1641300,4581600,1191200,164500,0
2008-04-09,442600,1276800,700,14745900,4200,38694900,11749400,852600,15118400,864200,10667200,354100,4085100,2820200,10706100,569200,35200,30859500,2108200,10581500,2599000,1368300,1966500,2012900,1444500,65015100,13676600,2146700,5945400,149700,127100,4860725,257800,7687000,79479000,8131800,152900,515600,623200,1233200,7663900,9767800,19470800,97600400,5772700,1871100,1821000,4778600,1636200,5918000,628300,257000,0
2008-04-10,456400,1335600,1800,14228800,400,38889801,12777600,2329200,5762600,200600,10132800,1241000,4103800,2327000,9394600,630600,62500,26844099,1640800,7759500,2526000,2004200,2431400,2210800,1141300,53728000,9905300,947800,5236700,122500,76100,5039525,137100,6824000,69820900,6410100,197000,576000,432600,1022400,6487000,6289700,14907700,6684100,2773900,2213100,1957400,3970600,1915600,6420700,296000,131700,0
2008-04-11,263500,736700,1900,16125100,2100,45524601,7246900,1089100,4823900,280500,12378700,2136300,2403300,1839300,8391800,322000,60700,29090700,1553200,6549100,1238000,818800,829200,2217300,835000,69675000,6406500,5011000,3426100,174800,116400,5037125,501200,4428000,96919200,3738400,799400,422000,695600,1423200,5437400,12301600,16268500,91516800,6899500,7219200,2346300,7130400,2995200,3881900,456100,112000,0
2008-04-14,682500,698200,3800,11403300,1700,43564899,7161700,1555500,3802800,301800,8756000,321500,2272100,1751000,12625000,290000,26800,19276899,1130700,4705400,2146000,904700,828500,1918700,1200000,51382900,6146500,4253800,2551600,115400,205800,4367525,201200,4673000,47861900,4298000,214100,410700,772600,839200,5272100,4796600,14851000,92343900,3620100,2189700,2333400,2324100,1089500,3297300,315300,168700,0
2008-04-15,435400,613900,3700,12226500,2600,34622799,10709300,4271600,3405600,235900,10666700,2898200,1806600,1836900,8194100,146000,630200,14991600,1178100,6636700,2207000,684100,1022500,2172100,1498900,42436900,4864700,2935900,3731900,90100,149900,4608850,147100,7383000,53010700,4869200,331000,218200,591200,675400,3857900,11163100,13044300,91514300,4615300,4487200,1358900,4191700,2110400,2872000,525300,156500,0
2008-04-16,386400,780800,1700,16328800,900,52424301,10529000,2267800,5025900,279800,12175300,3213700,4028100,3130300,14150100,1344600,622500,27834201,2910000,8472000,2362000,1651400,1293500,2617800,1382400,65511300,7566400,2994000,3303500,110900,212200,5153425,166600,8633000,63884600,7811900,271500,342400,664600,1181400,7510600,17187200,22099000,9708400,7931200,4477000,3855600,4235000,2721400,4369700,716500,164900,0
2008-04-17,461500,554500,1600,12957400,1300,35485899,17630000,1366000,6401100,343200,22789000,2420800,3176700,2274000,14112200,862200,500700,25623699,1287400,6876300,2002000,1108900,900200,2631100,1380400,44303900,5642600,2716900,3579600,139000,86600,3962650,193700,6734000,66576000,4705900,303300,400300,838600,1400200,5218800,15530300,16533300,23562100,5107700,2626900,2294100,3101500,1479400,4229800,871600,197600,0
2008-04-18,533200,537900,12200,16505100,800,43225200,19354900,1097600,6039300,276500,16409500,634000,5986600,3110100,12362400,870000,60600,16326699,2796500,11391800,4390000,851200,1494400,3823200,1482800,61444500,11815400,5004800,4359400,118000,127600,5093200,522800,5918000,89986600,8819100,227700,801100,1144600,2163200,6038600,10466600,19899000,23216800,7527900,2755100,3736800,3498700,2281200,4857100,861800,136400,0
2008-04-21,438500,766400,2500,10602700,400,39267000,6355100,885200,5770000,163400,8459100,1307100,2476500,1783600,8315000,626400,66400,15236001,1819800,11927500,4618000,267700,1479500,3697300,833900,36262900,6723100,2055900,2915400,164500,129000,3194825,163500,9654000,9632500,4564400,297500,307300,595000,1185800,4477400,9756700,15753200,64969200,4976200,5292700,2340300,3467400,3292500,3423900,432700,344500,0
2008-04-22,569000,901600,1900,9965600,400,46017399,7264100,2739600,4542700,753500,11683300,331100,3262100,2021800,11464800,634000,321400,18463701,1730100,14046400,2406000,923800,1732300,2655900,1065000,73374200,5998500,2786400,4183500,298400,227100,3880100,235100,11254000,50083400,7068000,263900,522500,639000,2455000,9071800,11241700,26232100,83570200,3361700,5078700,2749900,3793100,2657400,4123000,1019600,316400,0
2008-04-23,486000,712200,1600,10211800,100,38086200,10523000,877900,8864300,167000,10500200,284500,3143000,2342000,10554500,1075600,76800,42602400,2733800,18170400,3900000,468800,1064900,1868700,1046800,45128400,5921800,2619600,2890800,455200,257700,3477625,113200,9357000,76544200,8281300,215000,693000,711000,1339200,4704800,7076100,21598100,81313800,4161300,3719300,1379000,2692600,900400,2588600,529100,182900,0
2008-04-24,363800,690500,1100,13708100,1500,38336301,8145200,912300,6692700,151600,12224100,314000,4327800,1393900,12143600,225600,225500,27159201,4086300,22849900,5966000,376100,739800,1929700,1939600,76950000,7680400,3925100,2503900,238500,244700,4903000,266300,11692000,6983900,10411300,318000,385400,1109400,914200,8353200,13176000,25469000,21722200,4101600,3313300,2674900,5083900,1635700,5200700,722500,619000,0
2008-04-25,507100,472200,7700,11846700,600,36466401,17699800,489100,5389200,135000,10806300,616700,5702700,1404400,9145900,281800,68400,16972701,2245100,11182500,4811000,1509300,884800,2921300,1707800,49125200,5999800,3046000,1522500,120000,257200,4613725,212900,7903000,79953200,8515900,325500,454300,894200,2756800,5116100,7764400,18911600,80768400,2685700,3257200,5969000,3989800,2663600,4674500,312900,275900,0
2008-04-28,513300,478800,5400,7426300,1900,24920400,7130400,273200,4703200,30300,8634900,695500,3504200,1392600,8244900,713000,40800,11810199,1789200,6769100,3937000,1088300,380700,1434800,1010700,34285000,6287000,620300,1603400,178300,174200,3005525,247400,10244000,98312500,4752500,181500,698400,648600,2614800,4234500,7567600,12627200,74014400,10494400,6955600,3097100,6134200,3835200,3782600,2876800,216500,0
2008-04-29,497400,1231000,1700,7236300,100,43157100,7570000,1552600,6754900,45500,11667500,156800,3939700,1734400,11494100,986600,42000,12631500,4647000,14686000,4756000,419000,441900,2512800,3203500,37835100,6490300,1525800,1204500,222800,151600,3418800,209000,13592000,28874300,7084500,168500,806000,871400,1008600,2989500,10688400,19231500,60891200,5394600,2908900,2730300,4190400,1089700,3086100,821300,261100,0
2008-04-30,806000,1619700,1700,17479800,400,56792199,9458000,2502600,5801400,58600,9978000,1739300,3573600,1882400,29865600,364800,245500,20941701,3811600,17701400,7501000,581400,647100,5008400,1352500,58505200,9774200,2511100,1505100,196400,266000,5598700,308600,16558000,88894900,9433500,228500,629300,968800,2125600,6493300,9047900,24403500,85407000,7399300,3088300,2568200,3711000,1787900,6182300,1217600,548800,0
2008-05-01,503100,1697700,300,17930800,1200,36255600,11503900,1478000,4291700,640900,8890900,751600,2895000,1455300,20571300,1256800,529400,21227901,5397400,16309400,11372000,966800,955900,3407900,1618900,45797500,9656700,3832400,2801200,221200,278400,5714225,340500,12086000,78483200,7631600,587200,775100,873000,2425400,5759500,15504600,44809700,99165400,6938500,5586000,2343900,4833900,1807600,6851700,1412100,278900,0
2008-05-02,461900,1320300,3400,11872100,4900,36136299,15374500,1524900,5622300,380800,8518800,1019600,2928800,1872600,17123000,323400,67200,14662800,1720900,8745400,2633000,600500,877300,4586700,2011500,54229900,7715600,5685100,2526200,236100,216900,5473650,704000,7918000,57171100,6622100,314200,311300,980000,2550400,5148700,7163400,16996900,94062000,8843500,6387500,3833200,4040600,2218900,4531800,1009300,120200,0
2008-05-05,541500,824300,2700,8085900,1900,22734201,7563600,3889000,5422900,3000900,9245600,5227300,2703200,2127900,10932800,1907800,110500,12428199,1795400,6991900,2859000,1472500,474300,1133800,1141200,37218700,4321300,1140300,1080200,129800,109400,3333350,185500,4878000,14456000,7093500,193600,293900,830400,2349200,4063900,6548000,12934600,57485800,3239900,1531500,982600,3718900,886000,6087900,496600,133000,0
2008-05-06,622700,818900,3400,11803700,200,35094300,8296600,2821100,3455200,1458900,9630000,1507100,2541900,1982500,10939700,418200,51400,14710800,1974200,10484900,2751000,511000,416600,2484900,1627900,57725700,3172900,2200000,3284700,143200,210900,5104850,99600,12531000,63440400,7408300,150000,336200,970400,1962000,2726300,9670600,19022900,99969100,3397400,2896800,769300,2743600,1703300,3853400,3515400,356700,0
2008-05-07,298900,838800,8000,13303900,6900,52301499,9339200,1461900,6533000,373800,8441000,2028400,3636400,3140700,14220800,999600,92000,27466401,1120900,7219300,2121000,1477400,1047800,3264300,2065300,54713600,6006300,4177100,2565400,401600,334400,5323750,183000,4819000,79217500,13368300,180100,495900,1256400,2559200,7232900,10474300,23086400,95699600,5733300,4703600,2367800,3331900,2282900,4543300,1463700,350800,0
2008-05-08,731200,930900,4100,10925200,5800,34353201,6971300,744300,4570800,258800,8480600,562300,3070900,1910700,10583700,478600,53700,16062201,2821100,8630200,2745000,924600,1265300,3388500,1219800,53660500,5163800,2953300,3424300,139600,311900,4813800,221200,7486000,64036600,9607000,315200,419000,755600,2003000,16072300,13215800,24748200,33583600,6923400,5967300,1377000,3682700,2156400,3711500,865400,168400,0
2008-05-09,433500,1030800,1100,9034300,900,33420399,5649300,1406400,4126600,177300,8221300,588500,3505500,2392600,8162600,181400,102200,16540500,2394500,9927600,2948000,749400,643800,4711200,1942100,46336200,6413800,3380000,5763900,225300,387800,4463625,138600,10295000,41573800,11654200,134500,341900,720800,1154000,5426700,12072300,19798000,12824000,4175800,2917800,2822300,3028600,1464100,3411000,1060500,140600,0
2008-05-12,579300,555500,2200,9010400,3700,31594899,6045800,703400,6795300,125400,6022000,418800,3394800,1619800,9439300,482000,59300,19310499,2277300,4845500,1673000,480100,392800,2560700,1122300,45080000,4762600,2459100,2009800,196000,515900,3560325,155000,6677000,38756300,9701300,190200,287500,859400,1249000,3558900,9493300,18426000,67476000,3548700,1647600,1343400,2572900,1080900,1877100,859900,575400,0
2008-05-13,479000,700000,1500,8173300,300,25008999,8349800,1948500,6772000,122700,13453900,360700,3008800,1559000,11097600,349200,74000,12888000,1548600,7368100,2009000,445400,570700,2864700,1427600,46545800,4805200,4564700,1372000,276100,485000,3724225,188400,6801000,42374400,11462400,249600,306800,1498200,1649600,3952500,10406200,19668700,74433400,2994900,5432800,2549300,2969800,1291800,2471400,1039400,124100,0
2008-05-14,291900,631100,5500,11406400,2000,27911100,7236300,3155900,2372900,155500,5168200,693000,4772300,1748400,8834700,1262000,34300,10667601,1028600,8653800,1759000,776900,449700,4241400,857000,53308600,4626400,1215200,971600,324000,1645600,4076250,203900,7681000,62882800,8948300,179800,281400,1245000,1393600,8241400,10426000,24493100,64025000,2968300,4220600,3381500,3847800,1528700,3669300,1175400,438500,0
2008-05-15,350500,523600,600,9015900,1700,42021600,6406600,1648100,2672800,121700,16008300,365800,3649900,3544400,10369800,299600,89200,12247101,1986900,9438000,4563000,381000,737200,2217800,949300,44281400,5211000,854700,1229100,243700,1070800,4220700,135100,8702000,55429400,15658400,223200,407400,2028800,1560400,6797900,8947200,28529000,72781800,3619000,2792700,980600,3610200,1212700,5420200,1301000,621500,0
2008-05-16,387100,1460900,800,9336500,1900,29680800,7396500,1598500,6997000,149500,10337200,353300,2542000,4355000,11964900,271400,150500,10136601,3486100,11573000,2410000,612500,708100,3232400,1068500,60625900,6583800,3405800,1854200,155200,683600,4883775,77600,11618000,91685000,16867200,819600,312000,774000,1877800,7553100,10897600,27069700,51779100,2605300,3629400,2457100,2963400,1230500,3568600,1146400,198400,0
2008-05-19,629100,479100,3900,10795800,4500,43706901,7021200,1119000,3819600,109100,16420300,316000,4195000,2822300,14933500,557200,342900,19409001,2831800,5786900,3287000,786700,491300,2190000,774900,78043900,5325000,2228600,2302500,184000,257100,5330950,258800,5958000,58966900,7420100,186800,256600,913800,1614000,8000600,12696200,22704100,69376600,6560800,4212100,2167400,2195900,1674500,3639000,1196700,454400,0
2008-05-20,651000,612900,5000,11841400,100,43903899,10225900,763400,6400900,219900,11585300,805900,2790300,4155500,14567900,1271400,204700,16454400,2468100,9921400,3174000,1079300,750600,4564300,2061000,75495800,6532200,2473900,1463900,159300,199400,5032800,484600,11708000,62027400,9401900,312900,1412500,1097800,2189400,7118500,8860300,25583200,78230900,4362300,3112700,3689900,4697800,1653300,5386800,1872000,503800,0
2008-05-21,540800,849000,3900,16320500,500,45874200,13267000,1310900,5667800,247900,9181600,262000,4120800,3184600,14496000,405600,87000,18426099,3290200,10876200,4067000,2191100,1036600,4268100,1771800,94959000,8043500,3112300,4132800,184500,610200,6282925,415200,9118000,33990200,16438700,1269400,543500,2173800,1431200,10359600,11006700,44934300,7261000,8485200,4207200,2264500,3803900,2027200,5468100,1765000,3065700,0
2008-05-22,509200,1278800,7600,10552000,1500,25655601,9142600,568100,4887100,74000,7591600,549900,3048900,1717400,9619700,899600,191900,11684400,2432200,8404500,2787000,1186800,690100,2400800,2349900,54868800,5306800,1672200,3170300,219500,971400,3959300,168600,8630000,58631100,19580200,315000,542300,2395800,1096400,6099900,10171300,37254200,65210700,6617100,2738300,1783000,3058100,995000,3130500,1526400,2295900,0
2008-05-23,557800,471400,2700,10495000,1100,29777199,6913700,2527400,4078700,67600,8822300,1256100,2357700,1935000,10893200,1967000,104100,18222201,1627000,5970200,1867000,470400,1004700,2429200,2314600,62081700,5020400,1315600,1650100,129400,831800,4895625,409200,4500000,67656600,13308200,163500,310800,1189800,1449800,5182800,13408200,24951300,71678300,4037100,3024200,2508600,1783200,1327800,3665500,1481100,321100,0
2008-05-27,514100,1083500,2700,8751500,200,34890999,7366400,1351100,4605600,81900,6554100,561600,2186400,1466300,11462600,1000800,158900,18088599,1943800,7146600,3234000,998900,657400,4311900,2298600,55864400,4224100,595500,593700,150200,770600,3980150,198100,7434000,51878400,10460600,222600,370200,1251400,2136400,7146500,8538500,25359500,67491200,3901600,2568500,1522300,2514700,947200,4144100,1049900,2085000,0
2008-05-28,371400,969000,2700,8664600,1300,31107501,7705900,403900,3026900,125000,10292400,214800,2810700,1583100,12813600,336800,289200,11079000,1431900,8104900,2842000,458600,490000,2653000,1428900,48596900,3708600,3311800,3832700,151100,774900,4700150,58500,4489000,64407900,13000000,216400,197100,689800,2550000,5802100,10120600,26049400,12306500,5150800,5002600,1387600,2702300,1393300,3304300,1041800,3366200,0
2008-05-29,591200,880600,700,11960500,7700,36066099,9804100,1196300,3323300,345200,10089600,557800,4254000,2708900,18845200,1022800,171100,16213200,1804700,12700900,3240000,1459000,717500,3014700,2027600,64592100,4691800,2518400,1173100,158800,855200,5019900,163400,11143000,66022700,21402700,238900,725800,680000,2060400,6212800,12712800,34840000,78343700,7577600,2504500,3352300,2864500,2277300,3740500,1437200,1133400,0
2008-05-30,1128400,704000,900,7778900,4900,27206901,8180000,315000,1706600,80400,8006700,258300,4009500,1571500,10481700,883200,215300,6067599,1099300,4814300,2218000,683600,181900,3657200,2042900,35677000,5046400,2056900,1402500,171700,657800,2912950,78700,4936000,4628100,10498200,315300,303700,1188800,1710400,5147500,8296300,25101400,63274100,3803400,2730700,2247500,3313600,1299400,2852800,932100,1341500,0
2008-06-02,592100,1013100,3900,11543000,2600,39928200,9327700,1895100,4169100,191500,6752400,554300,2575900,1280300,10978300,1265000,618800,13594299,905200,5279500,1676000,733000,565000,4718600,1556200,63549600,5939600,2768500,929200,151800,599600,4356000,176800,4454000,72299200,7918600,299600,312300,1319200,1917600,3611600,8868600,25211400,84499000,5003100,3544200,2446900,5487400,1516000,3561400,1357700,832800,0
2008-06-03,476100,673100,2000,17893600,1900,44839599,9969600,8517000,4108000,559400,8608500,4456400,3525500,3581000,14108600,1252600,120400,16344999,1320100,8397500,2945000,589300,509500,2575300,1785900,74815300,4642200,2764000,1758100,149100,554000,6159975,148400,4950000,56748400,9399600,245600,395300,1896200,2164000,7542500,14493900,36656300,22082000,5398100,5063000,2634200,4513800,2668000,4276000,1504100,1058500,0
2008-06-04,386100,796700,900,14033800,6800,46653801,8132200,3071300,4201800,142800,9071900,2231400,3450200,2589000,16950400,1581400,562000,15396099,1525800,7158400,2415000,501700,501600,4644900,2143200,80454100,4785700,3681100,2347200,127300,551400,6063225,159700,4050000,33588800,11604200,366900,300500,976800,1535600,7154300,12002200,31512100,36822400,4411400,4939400,2179900,4386600,2351300,6591500,1286300,1970400,0
2008-06-05,377900,1321400,1500,12815000,3500,36917700,8738100,2430100,5484500,329800,8951100,1844900,2890100,1752100,12947500,1924200,641100,18503301,1556700,14132600,2278000,1456500,502700,4639400,1807900,91501800,8515400,2799400,1303200,118600,530800,6075600,172400,6466000,19291400,11492200,422800,218000,938200,1835800,5109300,12584400,28197500,4905000,6362500,3817000,1565600,2696800,1849000,3580700,1124400,2165800,0
2008-06-06,434700,870300,5300,23437600,6100,47382600,9667400,3851500,6621100,862800,11468100,533600,3437600,3653800,12498300,2439800,378200,30306600,1882700,15900900,3377000,1378400,1305300,3562000,2040000,12264700,6978600,2750600,2788100,110000,1690300,9111100,271700,10971000,47424000,30556100,354500,594300,1391600,2060800,7051100,10708400,46539500,55475100,10851300,6354900,2099200,4613200,2630200,5661100,1240100,799000,0
2008-06-09,543600,1565900,1700,16230300,12400,48978699,7290200,3347700,5330400,853000,8201500,562700,3061300,2064100,8671600,1291200,265000,17621001,1158600,8749800,2216000,1330100,1287000,3607600,1973700,95159700,9068300,2816300,3661700,124100,896500,7374900,374000,6279000,19587200,13328000,361500,411600,1941600,1462800,8272400,9184700,26709100,70279300,7927500,4080700,2469000,3893600,3171400,5512700,1000900,698300,0
2008-06-10,557100,863900,3600,14240600,5500,65528499,8563400,2308300,9305400,356200,16552600,728000,4229000,3379300,17298300,2434000,399600,23502699,2998200,13064400,2578000,1024900,1031200,3423600,2119600,95194700,10989000,5039600,2892900,125900,1323500,6498325,187900,7964000,39759400,18971500,343700,378300,787400,2232400,7802700,17558100,27910600,75016800,4214600,4269500,3031500,3821400,1941800,4968400,1736700,1395600,0
2008-06-11,508400,938700,2900,19328700,1600,70816200,12649500,4383500,3961800,248200,10988600,423600,4041100,1837500,13435900,1438200,853400,20692200,1329400,10014000,1854000,1064300,698700,2848500,1676900,84483500,9068600,2030000,2450100,230700,1045300,8099075,296800,5724000,64327000,17782700,253200,269100,866200,1544000,9136400,11174600,30721900,65679800,6557500,5721200,6978800,4691100,2321100,6243700,1829900,1164800,0
2008-06-12,483900,1150500,3500,16595200,700,53498799,10907600,3123500,3958800,86800,20149900,411000,3694200,5206800,11488100,856000,374000,17885601,2240800,8948300,2447000,617700,385600,2886200,1817900,80764500,10348300,2743800,4717800,189700,1113000,6149525,424000,6457000,29256900,13720200,228800,295100,1116200,1595800,5508600,9163300,34901200,88807200,7309500,5006400,2360100,3869300,1302500,6927900,1368900,740300,0
2008-06-13,789000,378100,400,14663400,2100,41588901,10172500,651800,5560800,36400,9621700,347600,3112700,1639800,11190300,2483800,193800,17499699,1169900,8107300,1305000,636600,690200,5350800,1382500,74616500,5124900,7632500,12653500,214200,1039800,6369525,199000,6468000,19991700,9540100,211200,301800,1200600,1916200,4533300,9659500,16489900,26536100,8566300,3199600,4303200,9043700,1873100,2809400,861300,1357300,0
2008-06-16,451200,1113500,2000,11372600,700,32316801,9620400,915100,1413700,166300,7977200,868000,2161200,1140800,9890600,1753200,463100,8195499,1028400,5823100,1695000,597700,358200,2796500,1188900,60814100,5885200,5041200,4018800,123400,674700,5326950,202300,6904000,70712400,11540300,236100,256800,994400,1429200,4932900,5869300,16130500,23200700,5572800,2461100,6054800,3086100,1595300,4281000,1083600,412300,0
2008-06-17,349900,666600,1700,15045600,82200,37711101,6655100,1302500,2795400,259100,6492300,391900,3715900,2358000,8866400,2357800,229900,12811701,852600,5120600,1172000,376700,272200,4277000,1262200,47400200,4883900,6642100,3192900,271400,651300,4668225,159400,3650000,74095600,11706800,205800,232300,1220000,1894000,4338300,5002700,20094000,18785500,3677800,4048800,3042000,4144700,1496000,6052500,840300,348900,0
2008-06-18,329400,536200,6300,17736500,2600,48295200,14533900,1846000,6549600,76200,10284200,297100,5480700,4452300,13407000,549600,243500,15344400,1116000,7566900,2436000,732400,520200,2759900,1187900,77961200,10392200,12539200,3613600,299500,688900,6709700,413500,5023000,50080500,12240500,150200,229100,593700,1197300,9080900,8657400,21422500,50002200,6777200,4428900,3250300,3906600,1918300,6421400,824500,538600,0
2008-06-19,435600,1046000,1700,20318000,9100,50112900,24966400,821900,4249900,979600,6183900,368000,5905300,1405800,14888800,735600,1034900,16421001,1763900,9085700,2380000,1768300,350900,3797800,1589500,745000,9116100,7132600,8438200,97900,1169000,6609025,455900,3914000,92979400,17461500,215100,792000,576100,1308200,5862400,6674200,40378800,66027200,6164900,6303300,2156300,4454300,1776100,3948800,1333000,663400,0
2008-06-20,417900,718800,4200,21381900,16800,89267301,14494500,1145300,5385000,57200,10964100,301400,4477100,2538100,18772700,406600,191400,25384401,2456600,9546600,3265000,579300,281700,3675000,2253000,6797500,8758200,12272900,6131000,73700,871500,5916350,264300,2491000,60850100,15271600,230000,247100,925600,2129900,4618000,10795100,32076700,78894800,5835800,6426700,5296700,6989300,2034700,7261800,1606500,482500,0
2008-06-23,515500,711800,3900,13556000,9000,48723699,9817400,1134400,2436900,35700,8962900,950900,2312500,1445400,13909100,1402200,243400,11703000,1870400,10990900,2895000,253100,390200,2937200,1716700,69563800,8719200,4597900,3164500,128700,459700,4331550,537200,9660000,48163500,11585500,290800,269500,1164900,919800,6512200,5668200,32311800,21212000,3450500,4166500,1440200,4405100,1292100,4618300,1053200,175600,0
2008-06-24,514200,790300,2800,18571200,6300,55129101,13885200,1291400,5916100,168300,8783300,639500,2705600,1447800,15296000,1382600,147400,17357700,1002800,7030100,2425000,756100,810700,4505800,1900800,6070200,5968800,6966900,5814200,152900,465000,6968825,334100,4116000,50798300,9210800,210400,963000,916700,1671500,5884500,14423300,32924400,1755900,6385100,5485400,2339700,4611000,1777400,4218300,1580200,289300,0
2008-06-25,483200,1179500,24800,18554900,19200,63779001,17570400,2109900,6385200,113500,10883700,655700,3367900,2465700,21733500,1534800,199900,17730000,2038400,10692100,3999000,1124400,378500,5233800,2798100,8362200,11430400,6413500,8043800,228300,917800,5759525,233800,6679000,62060700,13892000,308400,1119800,1169300,1312500,6963900,10499100,39738300,18448800,8758900,5125100,4762900,4641800,2676400,6627800,2177100,511100,0
2008-06-26,540100,948800,7600,28060400,29200,67082601,16775700,2192400,6948000,527600,11238400,684000,4265500,3424600,17657500,743000,123900,26809899,3878000,16401900,5409000,642100,502600,4780800,2043700,7902400,8399200,6583000,3900300,342200,852800,8298700,564000,5954000,79931100,14290300,191900,470200,1590300,1372500,13370100,9313800,31959300,42811500,10207000,5335400,2227200,5533100,2317300,4575400,1782300,508400,0
2008-06-27,430800,822300,1800,24805800,19100,53470599,24388900,536500,4884200,64000,7831900,597000,4069900,1621100,13154400,1035000,148200,14848299,3340700,13876500,5945000,471700,420600,6488800,2653000,6662000,7483800,10847300,6304600,203600,1183700,7712825,547700,8956000,80153500,13813900,317700,1232700,1553300,1510700,9886100,8065100,23440900,45257100,9256500,9230100,3314700,5763500,2159700,9614400,1226300,340900,0
2008-06-30,613800,1301800,1400,20739700,46300,49017699,15117400,974000,3632600,93300,16585300,1150500,2621700,1356200,11818700,1263800,265000,13993701,2066500,6855600,2833000,249400,506100,3357100,2193000,98687800,7575000,7475100,4488700,97600,836500,6908050,364200,5953000,46700800,11474500,182100,1179600,1004800,1394600,5563000,12146200,28824700,23410400,5941900,4759700,2226100,6958100,2428900,4819000,1110000,277500,0
2008-07-01,741100,858900,3100,31136900,17900,79505400,18013900,1122700,6236000,251600,13470800,1195300,3804300,3068100,15968200,1329800,93100,20719800,3004200,14683300,3398000,813100,802700,4423800,4016600,31119800,11480200,11296000,6644100,231500,853100,9118075,732800,9194000,68673400,12882400,709000,1820500,1625700,2842900,6467800,14841100,28913500,35419600,10583600,7205700,3865800,9818400,3032700,6529200,2421600,579500,0
2008-07-02,797300,864600,10500,24417600,8200,74250801,16460000,1688400,6079100,352000,13777600,742600,3429700,2902400,18651600,727400,80300,20244699,1779300,11094400,3452000,1102700,544000,3594000,2198800,32695800,8224400,6169800,7077400,211900,1113900,7342075,296600,8030000,73111800,17859000,406600,2460400,1111000,3050800,2897600,16884300,36534400,38106600,12283800,6486700,2992800,4319700,2256400,15229000,4064200,3040600,0
